timestamp,symbol,timeframe,open,high,low,close,volume
2025-09-27 11:55:00,NIFTY,5m,17994.27794829195,18020.940210443994,17994.27794829195,18020.940210443994,2445
2025-09-27 12:00:00,NIFTY,5m,18028.547256233443,18048.410478234215,18028.547256233443,18048.410478234215,3306
2025-09-27 12:05:00,NIFTY,5m,18044.50350430125,18061.741921457073,18030.50287969552,18030.50287969552,2096
2025-09-27 12:10:00,NIFTY,5m,18043.769212107323,18046.493560096147,18033.14640848771,18039.79075292981,2324
2025-09-27 12:15:00,NIFTY,5m,18055.542840472874,18060.621296058645,18051.248837151867,18052.979914667587,2280
2025-09-27 12:20:00,NIFTY,5m,18057.06725368073,18069.80438550231,18051.766997510364,18062.958463261166,3494
2025-09-27 12:25:00,NIFTY,5m,18061.553549530403,18066.364666827507,18051.10425568327,18065.797015411434,2507
2025-09-27 12:30:00,NIFTY,5m,18076.695931201666,18122.135959634947,18076.695931201666,18122.135959634947,1659
2025-09-27 12:35:00,NIFTY,5m,18126.204726209802,18128.527732284336,18111.067475538577,18124.682871301204,1505
2025-09-27 12:40:00,NIFTY,5m,18115.64771921813,18149.220349272724,18115.64771921813,18149.220349272724,2285
2025-09-27 12:45:00,NIFTY,5m,18141.8541972383,18141.8541972383,18109.363231869276,18109.363231869276,2683
2025-09-27 12:50:00,NIFTY,5m,18116.119241849283,18133.835416926948,18112.875697301428,18133.835416926948,1994
